Review,Sentiment
"Superb acting and direction, the performances were outstanding. Five stars from me.",positive
"Wonderful storytelling throughout, the script was sharp and witty. Highly recommended.",positive
"One of the worst films I have seen, the editing was sloppy. Do not bother.",negative
"The movie was a total mess, the editing was sloppy. Avoid it.",negative
"I was thoroughly disappointed, the editing was sloppy. I want my money back.",negative
"Absolutely loved this film, the pacing kept me hooked. Five stars from me.",positive
"Wonderful storytelling throughout, the script was sharp and witty. A must see.",positive
"One of the worst films I have seen, nothing happened for an hour. Do not bother.",negative
"I regret watching this, the dialogue was cringeworthy. One star at best.",negative
"Wonderful storytelling throughout, the cinematography was gorgeous. A must see.",positive
"One of the best movies this year, the pacing kept me hooked. Truly excellent.",positive
"A masterpiece of modern cinema, the cinematography was gorgeous. Five stars from me.",positive
"A brilliant and moving picture, the cinematography was gorgeous. Highly recommended.",positive
"I was thoroughly disappointed, the characters were dull and lifeless. Avoid it.",negative
"I regret watching this, the editing was sloppy. Avoid it.",negative
"This film was a huge letdown, the plot made no sense at all. Do not bother.",negative
"I regret watching this, the dialogue was cringeworthy. One star at best.",negative
"Wonderful storytelling throughout, the soundtrack was beautiful. Truly excellent.",positive
"One of the worst films I have seen, the plot made no sense at all. I want my money back.",negative
"I regret watching this, the plot made no sense at all. One star at best.",negative
"One of the worst films I have seen, the plot made no sense at all. Deeply unsatisfying.",negative
"Terrible writing and awful pacing, the editing was sloppy. I want my money back.",negative
"One of the worst films I have seen, the editing was sloppy. Avoid it.",negative
"Terrible writing and awful pacing, the plot made no sense at all. Deeply unsatisfying.",negative
"Terrible writing and awful pacing, the dialogue was cringeworthy. I want my money back.",negative
"I was thoroughly disappointed, the dialogue was cringeworthy. Avoid it.",negative
"Superb acting and direction, the pacing kept me hooked. Highly recommended.",positive
"Wonderful storytelling throughout, the pacing kept me hooked. A must see.",positive
"A brilliant and moving picture, the characters felt real and warm. I would watch it again.",positive
"One of the best movies this year, the characters felt real and warm. Highly recommended.",positive
"This film was a huge letdown, nothing happened for an hour. One star at best.",negative
"This film exceeded all expectations, the performances were outstanding. A must see.",positive
"Terrible writing and awful pacing, the editing was sloppy. I want my money back.",negative
"A brilliant and moving picture, the cinematography was gorgeous. Highly recommended.",positive
"I regret watching this, the acting was wooden and flat. One star at best.",negative
"I regret watching this, the editing was sloppy. Do not bother.",negative
"A brilliant and moving picture, the characters felt real and warm. Highly recommended.",positive
"Wonderful storytelling throughout, the cinematography was gorgeous. Five stars from me.",positive
"Terrible writing and awful pacing, the acting was wooden and flat. I want my money back.",negative
"Superb acting and direction, the performances were outstanding. I would watch it again.",positive
"A masterpiece of modern cinema, the performances were outstanding. Truly excellent.",positive
"Painfully boring from start to finish, the acting was wooden and flat. Avoid it.",negative
"I regret watching this, the dialogue was cringeworthy. Deeply unsatisfying.",negative
"A brilliant and moving picture, the characters felt real and warm. Truly excellent.",positive
"A complete waste of time, the dialogue was cringeworthy. Avoid it.",negative
"Wonderful storytelling throughout, the soundtrack was beautiful. I would watch it again.",positive
"Terrible writing and awful pacing, the acting was wooden and flat. Do not bother.",negative
"I regret watching this, the editing was sloppy. Avoid it.",negative
"Terrible writing and awful pacing, the plot made no sense at all. Do not bother.",negative
"A brilliant and moving picture, the pacing kept me hooked. Five stars from me.",positive
"I thoroughly enjoyed every minute, the script was sharp and witty. A must see.",positive
"I was thoroughly disappointed, the plot made no sense at all. Deeply unsatisfying.",negative
"Terrible writing and awful pacing, nothing happened for an hour. I want my money back.",negative
"I was thoroughly disappointed, nothing happened for an hour. Do not bother.",negative
"A brilliant and moving picture, the script was sharp and witty. Highly recommended.",positive
"This film was a huge letdown, the acting was wooden and flat. One star at best.",negative
"This film was a huge letdown, the plot made no sense at all. Deeply unsatisfying.",negative
"A masterpiece of modern cinema, the script was sharp and witty. Truly excellent.",positive
"I thoroughly enjoyed every minute, the characters felt real and warm. Highly recommended.",positive
"Absolutely loved this film, the characters felt real and warm. Five stars from me.",positive
"One of the best movies this year, the performances were outstanding. I would watch it again.",positive
"One of the best movies this year, the soundtrack was beautiful. Truly excellent.",positive
"A complete waste of time, the dialogue was cringeworthy. Deeply unsatisfying.",negative
"I regret watching this, the plot made no sense at all. Avoid it.",negative
"Painfully boring from start to finish, the editing was sloppy. Do not bother.",negative
"I regret watching this, the editing was sloppy. Avoid it.",negative
"A brilliant and moving picture, the cinematography was gorgeous. Five stars from me.",positive
"Superb acting and direction, the performances were outstanding. Five stars from me.",positive
"This film exceeded all expectations, the cinematography was gorgeous. Five stars from me.",positive
"Wonderful storytelling throughout, the cinematography was gorgeous. A must see.",positive
"This film was a huge letdown, the plot made no sense at all. Do not bother.",negative
